row_id,report_date,client_id,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,currency
fa-co-00001,2026-07-01,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,156169,2422,1195.63,118,EUR
fa-co-00002,2026-07-01,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,130704,4231,718.39,145,EUR
fa-co-00003,2026-07-01,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,45641,333,307.68,23,EUR
fa-co-00004,2026-07-02,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,39440,347,1625.25,6,EUR
fa-co-00005,2026-07-02,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,127919,2143,1721.54,110,EUR
fa-co-00006,2026-07-02,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,150608,2734,1400.52,52,EUR
fa-co-00007,2026-07-03,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,117759,2943,1542.22,138,EUR
fa-co-00008,2026-07-03,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,82332,572,824.32,20,EUR
fa-co-00009,2026-07-03,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,70895,2184,404.00,111,EUR
fa-co-00010,2026-07-04,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,151728,4877,1249.48,66,EUR
fa-co-00011,2026-07-04,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,81320,935,439.35,56,EUR
fa-co-00012,2026-07-04,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,128201,1110,578.76,53,EUR
fa-co-00013,2026-07-05,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,14598,109,766.94,7,EUR
fa-co-00014,2026-07-05,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,157000,1876,1536.22,81,EUR
fa-co-00015,2026-07-05,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,162716,1995,1598.03,59,EUR
fa-co-00016,2026-07-06,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,47680,1376,1173.77,36,EUR
fa-co-00017,2026-07-06,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,46929,1625,1087.33,94,EUR
fa-co-00018,2026-07-06,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,37816,951,289.96,10,EUR
fa-co-00019,2026-07-07,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,71372,1647,274.46,42,EUR
fa-co-00020,2026-07-07,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,42228,1161,1065.43,63,EUR
fa-co-00021,2026-07-07,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,133845,2543,811.16,116,EUR
