row_id,report_date,client_id,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,currency
go-no-00001,2026-07-01,northwind_retail,google_ads,GO5469,NW_BrandSearch_UK,49515,1626,920.82,32,GBP
go-no-00002,2026-07-01,northwind_retail,google_ads,GO3942,NW_Prospecting_UK,55413,1748,454.53,94,GBP
go-no-00003,2026-07-01,northwind_retail,google_ads,GO9761,NW_Retarget_UK,96080,2756,1305.77,138,GBP
go-no-00004,2026-07-01,northwind_retail,google_ads,GO1431,NW_Shopping_UK,74055,1017,2132.22,16,GBP
go-no-00005,2026-07-02,northwind_retail,google_ads,GO5469,NW_BrandSearch_UK,19151,591,889.35,34,GBP
go-no-00006,2026-07-02,northwind_retail,google_ads,GO3942,NW_Prospecting_UK,129665,2092,2205.18,130,GBP
go-no-00007,2026-07-02,northwind_retail,google_ads,GO9761,NW_Retarget_UK,67438,450,824.89,13,GBP
go-no-00008,2026-07-02,northwind_retail,google_ads,GO1431,NW_Shopping_UK,27198,925,1014.07,44,GBP
go-no-00009,2026-07-03,northwind_retail,google_ads,GO5469,NW_BrandSearch_UK,113773,2924,2256.05,87,GBP
go-no-00010,2026-07-03,northwind_retail,google_ads,GO3942,NW_Prospecting_UK,16235,151,2534.88,3,GBP
go-no-00011,2026-07-03,northwind_retail,google_ads,GO9761,NW_Retarget_UK,78590,558,1712.46,17,GBP
go-no-00012,2026-07-03,northwind_retail,google_ads,GO1431,NW_Shopping_UK,91228,1701,2565.32,28,GBP
go-no-00013,2026-07-04,northwind_retail,google_ads,GO5469,NW_BrandSearch_UK,160149,1843,497.65,66,GBP
go-no-00014,2026-07-04,northwind_retail,google_ads,GO3942,NW_Prospecting_UK,145293,4771,1584.59,253,GBP
go-no-00015,2026-07-04,northwind_retail,google_ads,GO9761,NW_Retarget_UK,60651,1004,553.94,50,GBP
go-no-00016,2026-07-04,northwind_retail,google_ads,GO1431,NW_Shopping_UK,95559,2300,1859.45,40,GBP
go-no-00017,2026-07-05,northwind_retail,google_ads,GO5469,NW_BrandSearch_UK,87727,1816,1867.16,53,GBP
go-no-00018,2026-07-05,northwind_retail,google_ads,GO3942,NW_Prospecting_UK,86504,1909,822.05,95,GBP
go-no-00019,2026-07-05,northwind_retail,google_ads,GO9761,NW_Retarget_UK,108390,2779,2386.17,130,GBP
go-no-00020,2026-07-05,northwind_retail,google_ads,GO1431,NW_Shopping_UK,87892,1562,2234.20,44,GBP
go-no-00021,2026-07-06,northwind_retail,google_ads,GO5469,NW_BrandSearch_UK,64098,1183,1675.97,58,GBP
go-no-00022,2026-07-06,northwind_retail,google_ads,GO3942,NW_Prospecting_UK,130893,2462,1886.38,100,GBP
go-no-00023,2026-07-06,northwind_retail,google_ads,GO9761,NW_Retarget_UK,53483,1342,1024.33,66,GBP
go-no-00024,2026-07-06,northwind_retail,google_ads,GO1431,NW_Shopping_UK,96867,843,2494.40,20,GBP
go-no-00025,2026-07-07,northwind_retail,google_ads,GO5469,NW_BrandSearch_UK,90374,1130,838.09,12,GBP
go-no-00026,2026-07-07,northwind_retail,google_ads,GO3942,NW_Prospecting_UK,73184,2527,1744.80,141,GBP
go-no-00027,2026-07-07,northwind_retail,google_ads,GO9761,NW_Retarget_UK,128384,2313,1785.48,50,GBP
go-no-00028,2026-07-07,northwind_retail,google_ads,GO1431,NW_Shopping_UK,109657,2230,936.77,110,GBP
