row_id,report_date,client_id,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,currency
sn-no-00057,2026-07-15,northwind_retail,snapchat_ads,SN5469,NW_BrandSearch_UK,34806,976,1948.56,15,GBP
sn-no-00058,2026-07-15,northwind_retail,snapchat_ads,SN3942,NW_Prospecting_UK,52611,1374,2387.53,17,GBP
sn-no-00059,2026-07-15,northwind_retail,snapchat_ads,SN9761,NW_Retarget_UK,23711,343,1224.65,6,GBP
sn-no-00060,2026-07-15,northwind_retail,snapchat_ads,SN1431,NW_Shopping_UK,148242,2660,1899.96,55,GBP
sn-no-00061,2026-07-16,northwind_retail,snapchat_ads,SN5469,NW_BrandSearch_UK,54893,455,2315.85,21,GBP
sn-no-00062,2026-07-16,northwind_retail,snapchat_ads,SN3942,NW_Prospecting_UK,72132,1473,1682.95,35,GBP
sn-no-00063,2026-07-16,northwind_retail,snapchat_ads,SN9761,NW_Retarget_UK,75578,1460,1867.05,93,GBP
sn-no-00064,2026-07-16,northwind_retail,snapchat_ads,SN1431,NW_Shopping_UK,130963,4208,1890.74,81,GBP
sn-no-00065,2026-07-17,northwind_retail,snapchat_ads,SN5469,NW_BrandSearch_UK,124796,4169,2572.83,116,GBP
sn-no-00066,2026-07-17,northwind_retail,snapchat_ads,SN3942,NW_Prospecting_UK,120230,3128,1405.04,87,GBP
sn-no-00067,2026-07-17,northwind_retail,snapchat_ads,SN9761,NW_Retarget_UK,109845,3377,634.64,111,GBP
sn-no-00068,2026-07-17,northwind_retail,snapchat_ads,SN1431,NW_Shopping_UK,103098,2337,2583.92,64,GBP
sn-no-00069,2026-07-18,northwind_retail,snapchat_ads,SN5469,NW_BrandSearch_UK,112758,1574,1645.04,80,GBP
sn-no-00070,2026-07-18,northwind_retail,snapchat_ads,SN3942,NW_Prospecting_UK,21856,708,2039.38,42,GBP
sn-no-00071,2026-07-18,northwind_retail,snapchat_ads,SN9761,NW_Retarget_UK,84024,2394,906.26,139,GBP
sn-no-00072,2026-07-18,northwind_retail,snapchat_ads,SN1431,NW_Shopping_UK,66410,1624,1765.96,82,GBP
sn-no-00073,2026-07-19,northwind_retail,snapchat_ads,SN5469,NW_BrandSearch_UK,44855,1086,2387.49,52,GBP
sn-no-00074,2026-07-19,northwind_retail,snapchat_ads,SN3942,NW_Prospecting_UK,89984,2597,473.40,82,GBP
sn-no-00075,2026-07-19,northwind_retail,snapchat_ads,SN9761,NW_Retarget_UK,43448,374,1049.24,20,GBP
sn-no-00076,2026-07-19,northwind_retail,snapchat_ads,SN1431,NW_Shopping_UK,55042,650,2130.33,40,GBP
sn-no-00077,2026-07-20,northwind_retail,snapchat_ads,SN5469,NW_BrandSearch_UK,104907,2244,2409.67,134,GBP
sn-no-00078,2026-07-20,northwind_retail,snapchat_ads,SN3942,NW_Prospecting_UK,76363,2482,2477.21,168,GBP
sn-no-00079,2026-07-20,northwind_retail,snapchat_ads,SN9761,NW_Retarget_UK,86369,2388,1145.17,40,GBP
sn-no-00080,2026-07-20,northwind_retail,snapchat_ads,SN1431,NW_Shopping_UK,28739,289,2526.30,17,GBP
sn-no-00081,2026-07-21,northwind_retail,snapchat_ads,SN5469,NW_BrandSearch_UK,113179,3853,2170.09,123,GBP
sn-no-00082,2026-07-21,northwind_retail,snapchat_ads,SN3942,NW_Prospecting_UK,112435,719,1580.46,26,GBP
sn-no-00083,2026-07-21,northwind_retail,snapchat_ads,SN9761,NW_Retarget_UK,77724,1783,2209.32,118,GBP
sn-no-00084,2026-07-21,northwind_retail,snapchat_ads,SN1431,NW_Shopping_UK,37402,956,1437.25,45,GBP
sn-no-90001,2026-07-22,northwind_retail,snapchat_ads,SN9001,NW_DataIssue_ZeroDay,0,0,0.00,0,GBP
sn-no-90002,2026-07-22,northwind_retail,snapchat_ads,SN9002,NW_DataIssue_ConvGtClicks,42000,300,515.20,780,GBP
