row_id,report_date,client_id,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,currency
fa-no-00001,2026-07-01,northwind_retail,facebook_ads,FA5469,NW_BrandSearch_UK,38184,256,1005.06,5,GBP
fa-no-00002,2026-07-01,northwind_retail,facebook_ads,FA3942,NW_Prospecting_UK,35868,919,2362.80,13,GBP
fa-no-00003,2026-07-01,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,119604,827,606.13,19,GBP
fa-no-00004,2026-07-01,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,15956,355,1975.24,18,GBP
fa-no-00005,2026-07-02,northwind_retail,facebook_ads,FA5469,NW_BrandSearch_UK,118974,1474,1696.38,86,GBP
fa-no-00006,2026-07-02,northwind_retail,facebook_ads,FA3942,NW_Prospecting_UK,10703,299,751.25,10,GBP
fa-no-00007,2026-07-02,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,81842,860,2505.87,25,GBP
fa-no-00008,2026-07-02,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,33312,566,1189.75,17,GBP
fa-no-00009,2026-07-03,northwind_retail,facebook_ads,FA5469,NW_BrandSearch_UK,78342,2303,2005.41,97,GBP
fa-no-00010,2026-07-03,northwind_retail,facebook_ads,FA3942,NW_Prospecting_UK,108230,896,1044.99,42,GBP
fa-no-00011,2026-07-03,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,103800,2360,1950.06,30,GBP
fa-no-00012,2026-07-03,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,68742,1953,2567.49,119,GBP
fa-no-00013,2026-07-04,northwind_retail,facebook_ads,FA5469,NW_BrandSearch_UK,35476,603,1397.50,36,GBP
fa-no-00014,2026-07-04,northwind_retail,facebook_ads,FA3942,NW_Prospecting_UK,51638,864,860.92,22,GBP
fa-no-00015,2026-07-04,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,27717,655,776.51,35,GBP
fa-no-00016,2026-07-04,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,51834,1005,993.89,65,GBP
fa-no-00017,2026-07-05,northwind_retail,facebook_ads,FA5469,NW_BrandSearch_UK,155001,1917,1113.42,107,GBP
fa-no-00018,2026-07-05,northwind_retail,facebook_ads,FA3942,NW_Prospecting_UK,23663,299,470.62,8,GBP
fa-no-00019,2026-07-05,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,79186,627,2408.90,27,GBP
fa-no-00020,2026-07-05,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,91490,1113,1498.31,70,GBP
fa-no-00021,2026-07-06,northwind_retail,facebook_ads,FA5469,NW_BrandSearch_UK,129285,1311,707.19,71,GBP
fa-no-00022,2026-07-06,northwind_retail,facebook_ads,FA3942,NW_Prospecting_UK,150289,2046,1686.09,130,GBP
fa-no-00023,2026-07-06,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,113700,1875,2594.12,34,GBP
fa-no-00024,2026-07-06,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,138372,1195,503.66,19,GBP
fa-no-00025,2026-07-07,northwind_retail,facebook_ads,FA5469,NW_BrandSearch_UK,50938,1475,1328.75,20,GBP
fa-no-00026,2026-07-07,northwind_retail,facebook_ads,FA3942,NW_Prospecting_UK,109039,2538,1429.71,63,GBP
fa-no-00027,2026-07-07,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,154024,4768,425.26,253,GBP
fa-no-00028,2026-07-07,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,149763,4159,2090.92,126,GBP
fa-no-00011,2026-07-03,northwind_retail,facebook_ads,FA9761,NW_Retarget_UK,103800,2360,1950.06,30,GBP
fa-no-00012,2026-07-03,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,68742,1953,2567.49,119,GBP
fa-no-00012,2026-07-03,northwind_retail,facebook_ads,FA1431,NW_Shopping_UK,68742,1953,2567.49,119,GBP
