row_id,report_date,client_id,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,currency
fa-co-00043,2026-07-15,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,98082,1586,531.18,29,EUR
fa-co-00044,2026-07-15,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,114063,914,1398.50,62,EUR
fa-co-00045,2026-07-15,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,33053,913,583.46,32,EUR
fa-co-00046,2026-07-16,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,98363,1039,733.04,30,EUR
fa-co-00047,2026-07-16,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,157791,3675,1619.18,71,EUR
fa-co-00048,2026-07-16,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,22044,563,671.76,27,EUR
fa-co-00049,2026-07-17,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,136313,3217,891.98,73,EUR
fa-co-00050,2026-07-17,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,143308,1332,916.37,35,EUR
fa-co-00051,2026-07-17,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,164486,3308,1284.06,42,EUR
fa-co-00052,2026-07-18,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,112615,3890,334.91,86,EUR
fa-co-00053,2026-07-18,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,64373,1818,1434.45,49,EUR
fa-co-00054,2026-07-18,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,40453,251,1407.87,5,EUR
fa-co-00055,2026-07-19,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,108669,2330,606.67,101,EUR
fa-co-00056,2026-07-19,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,101842,823,1585.73,10,EUR
fa-co-00057,2026-07-19,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,13912,268,370.69,7,EUR
fa-co-00058,2026-07-20,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,121534,2750,1349.72,96,EUR
fa-co-00059,2026-07-20,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,39192,695,1747.61,14,EUR
fa-co-00060,2026-07-20,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,129611,3905,1675.64,59,EUR
fa-co-00061,2026-07-21,contoso_travel,facebook_ads,FA9200,CT_Summer_Sun_EU,36751,479,1162.75,19,EUR
fa-co-00062,2026-07-21,contoso_travel,facebook_ads,FA8169,CT_CityBreaks_EU,112747,3522,1406.00,82,EUR
fa-co-00063,2026-07-21,contoso_travel,facebook_ads,FA3250,CT_Loyalty_EU,53074,436,1231.50,18,EUR
