row_id,report_date,client_id,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,currency
go-co-00043,2026-07-15,contoso_travel,google_ads,GO9200,CT_Summer_Sun_EU,16389,249,403.58,13,EUR
go-co-00044,2026-07-15,contoso_travel,google_ads,GO8169,CT_CityBreaks_EU,96894,2805,463.28,76,EUR
go-co-00045,2026-07-15,contoso_travel,google_ads,GO3250,CT_Loyalty_EU,132851,3478,465.13,182,EUR
go-co-00046,2026-07-16,contoso_travel,google_ads,GO9200,CT_Summer_Sun_EU,126598,3018,1654.08,33,EUR
go-co-00047,2026-07-16,contoso_travel,google_ads,GO8169,CT_CityBreaks_EU,65532,1979,1100.65,106,EUR
go-co-00048,2026-07-16,contoso_travel,google_ads,GO3250,CT_Loyalty_EU,147352,2692,1453.07,65,EUR
go-co-00049,2026-07-17,contoso_travel,google_ads,GO9200,CT_Summer_Sun_EU,40941,302,900.73,17,EUR
go-co-00050,2026-07-17,contoso_travel,google_ads,GO8169,CT_CityBreaks_EU,128829,1007,1546.87,40,EUR
go-co-00051,2026-07-17,contoso_travel,google_ads,GO3250,CT_Loyalty_EU,149523,968,1048.83,23,EUR
go-co-00052,2026-07-18,contoso_travel,google_ads,GO9200,CT_Summer_Sun_EU,46637,673,252.42,20,EUR
go-co-00053,2026-07-18,contoso_travel,google_ads,GO8169,CT_CityBreaks_EU,158596,2867,1279.78,43,EUR
go-co-00054,2026-07-18,contoso_travel,google_ads,GO3250,CT_Loyalty_EU,103530,824,1065.39,33,EUR
go-co-00055,2026-07-19,contoso_travel,google_ads,GO9200,CT_Summer_Sun_EU,142070,3135,855.20,119,EUR
go-co-00056,2026-07-19,contoso_travel,google_ads,GO8169,CT_CityBreaks_EU,110418,3803,643.16,41,EUR
go-co-00057,2026-07-19,contoso_travel,google_ads,GO3250,CT_Loyalty_EU,26710,427,1386.06,20,EUR
go-co-00058,2026-07-20,contoso_travel,google_ads,GO9200,CT_Summer_Sun_EU,161542,4413,765.40,55,EUR
go-co-00059,2026-07-20,contoso_travel,google_ads,GO8169,CT_CityBreaks_EU,152134,2406,1246.33,143,EUR
go-co-00060,2026-07-20,contoso_travel,google_ads,GO3250,CT_Loyalty_EU,130798,4505,991.72,94,EUR
go-co-00061,2026-07-21,contoso_travel,google_ads,GO9200,CT_Summer_Sun_EU,44350,347,1453.10,12,EUR
go-co-00062,2026-07-21,contoso_travel,google_ads,GO8169,CT_CityBreaks_EU,85924,1017,1476.22,64,EUR
go-co-00063,2026-07-21,contoso_travel,google_ads,GO3250,CT_Loyalty_EU,91731,3033,1048.84,210,EUR
