row_id,report_date,client_id,platform,campaign_id,campaign_name,impressions,clicks,spend,conversions,currency
sn-co-00043,2026-07-15,contoso_travel,snapchat_ads,SN9200,CT_Summer_Sun_EU,88192,1764,1497.27,90,EUR
sn-co-00044,2026-07-15,contoso_travel,snapchat_ads,SN8169,CT_CityBreaks_EU,86970,1665,1317.35,32,EUR
sn-co-00045,2026-07-15,contoso_travel,snapchat_ads,SN3250,CT_Loyalty_EU,117952,2364,566.24,109,EUR
sn-co-00046,2026-07-16,contoso_travel,snapchat_ads,SN9200,CT_Summer_Sun_EU,90941,2817,744.94,195,EUR
sn-co-00047,2026-07-16,contoso_travel,snapchat_ads,SN8169,CT_CityBreaks_EU,99536,3412,452.69,109,EUR
sn-co-00048,2026-07-16,contoso_travel,snapchat_ads,SN3250,CT_Loyalty_EU,156233,1418,624.69,24,EUR
sn-co-00049,2026-07-17,contoso_travel,snapchat_ads,SN9200,CT_Summer_Sun_EU,126858,1673,400.06,45,EUR
sn-co-00050,2026-07-17,contoso_travel,snapchat_ads,SN8169,CT_CityBreaks_EU,109702,3407,898.11,230,EUR
sn-co-00051,2026-07-17,contoso_travel,snapchat_ads,SN3250,CT_Loyalty_EU,50864,1505,1697.31,80,EUR
sn-co-00052,2026-07-18,contoso_travel,snapchat_ads,SN9200,CT_Summer_Sun_EU,58763,1653,1022.31,67,EUR
sn-co-00053,2026-07-18,contoso_travel,snapchat_ads,SN8169,CT_CityBreaks_EU,139746,4401,1020.92,67,EUR
sn-co-00054,2026-07-18,contoso_travel,snapchat_ads,SN3250,CT_Loyalty_EU,112086,2315,1748.36,53,EUR
sn-co-00055,2026-07-19,contoso_travel,snapchat_ads,SN9200,CT_Summer_Sun_EU,101509,752,686.10,34,EUR
sn-co-00056,2026-07-19,contoso_travel,snapchat_ads,SN8169,CT_CityBreaks_EU,132361,1891,262.67,31,EUR
sn-co-00057,2026-07-19,contoso_travel,snapchat_ads,SN3250,CT_Loyalty_EU,44110,1393,1377.64,77,EUR
sn-co-00058,2026-07-20,contoso_travel,snapchat_ads,SN9200,CT_Summer_Sun_EU,104928,767,329.29,33,EUR
sn-co-00059,2026-07-20,contoso_travel,snapchat_ads,SN8169,CT_CityBreaks_EU,104033,2293,363.97,92,EUR
sn-co-00060,2026-07-20,contoso_travel,snapchat_ads,SN3250,CT_Loyalty_EU,153141,2161,1783.09,109,EUR
sn-co-00061,2026-07-21,contoso_travel,snapchat_ads,SN9200,CT_Summer_Sun_EU,40145,390,399.86,12,EUR
sn-co-00062,2026-07-21,contoso_travel,snapchat_ads,SN8169,CT_CityBreaks_EU,97889,2170,816.69,40,EUR
sn-co-00063,2026-07-21,contoso_travel,snapchat_ads,SN3250,CT_Loyalty_EU,142463,2513,312.40,30,EUR
